#MOBILE

#MOBILE
Vnum	266
Level   34
Gold	0
Room	251
HpManaMove   130 130 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	266
Level   35
Gold	0
Room	281
HpManaMove   130 130 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	269
Level   35
Gold	0
Room	0
HpManaMove   416 416 0 0 1000 1000
Position 8
Flags 7
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	252
Level   1
Gold	0
Room	0
HpManaMove   700 700 0 0 1000 1000
Position 8
Flags 131
AffectedBy   0
EndMobile

#MOBILE
Vnum	266
Level   35
Gold	0
Room	255
HpManaMove   125 125 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	268
Level   1
Gold	20
Room	253
HpManaMove   124 124 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
#OBJECT
Vnum         279
End

EndMobile

#MOBILE
Vnum	268
Level   1
Gold	20
Room	282
HpManaMove   148 148 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	256
Level   26
Gold	0
Room	0
HpManaMove   295 295 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
#OBJECT
Vnum         254
End

EndMobile

#MOBILE
Vnum	266
Level   34
Gold	0
Room	271
HpManaMove   110 110 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	260
Level   15
Gold	0
Room	0
HpManaMove   165 165 0 0 1000 1000
Position 8
Flags 131
AffectedBy   0
EndMobile

#MOBILE
Vnum	257
Level   35
Gold	0
Room	0
HpManaMove   385 385 0 0 1000 1000
Position 8
Flags 1027
AffectedBy   0
#OBJECT
Vnum         255
Level        30
End

EndMobile

#MOBILE
Vnum	266
Level   35
Gold	0
Room	268
HpManaMove   120 120 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	268
Level   1
Gold	20
Room	290
HpManaMove   116 116 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	268
Level   1
Gold	20
Room	256
HpManaMove   140 140 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	266
Level   36
Gold	0
Room	271
HpManaMove   105 105 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	253
Level   1
Gold	0
Room	0
HpManaMove   18 18 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
#OBJECT
Vnum         253
Values       0 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	265
Level   9
Gold	0
Room	0
HpManaMove   591 591 0 0 1000 1000
Position 8
Flags 16777223
AffectedBy   0
#OBJECT
Vnum         50
ExtraFlags   8192
WearLoc      16
Level        6
Values       12 1 4 6 2000 2000
End

EndMobile

#MOBILE
Vnum	268
Level   1
Gold	20
Room	266
HpManaMove   148 148 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	255
Level   26
Gold	0
Room	0
HpManaMove   295 295 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
#OBJECT
Vnum         276
Values       0 3 8 0 0 0
End

#OBJECT
Vnum         275
Values       0 3 0 9 0 0
End

#OBJECT
Vnum         257
Values       0 3 8 0 0 0
End

EndMobile

#MOBILE
Vnum	266
Level   36
Gold	0
Room	284
HpManaMove   130 130 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	254
Level   1
Gold	0
Room	0
HpManaMove   570 570 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
#OBJECT
Vnum         260
Values       0 14 8 0 0 0
End

#OBJECT
Vnum         259
Values       0 14 8 0 0 0
End

#OBJECT
Vnum         258
Values       0 14 9 0 0 0
End

EndMobile

#MOBILE
Vnum	266
Level   35
Gold	0
Room	250
HpManaMove   130 130 0 0 1000 1000
Position 8
Flags 16777413
AffectedBy   0
EndMobile

#MOBILE
Vnum	267
Level   1
Gold	0
Room	0
HpManaMove   13 13 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
EndMobile

#MOBILE
Vnum	259
Level   35
Gold	0
Room	0
HpManaMove   1014 1014 0 0 1000 1000
Position 8
Flags 67108899
AffectedBy   0
EndMobile

#MOBILE
Vnum	258
Level   29
Gold	0
Room	0
HpManaMove   354 354 0 0 1000 1000
Position 8
Flags 3
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	293
Level   1
Gold	1800
Room	319
HpManaMove   1118 1118 0 0 1000 1000
Position 8
Flags 5
AffectedBy   4227074
#OBJECT
Vnum         287
WearLoc      16
Level        1
Values       12 0 0 6 2000 2000
End

EndMobile

#MOBILE
Vnum	291
Level   1
Gold	0
Room	0
HpManaMove   16 16 0 0 1000 1000
Position 8
Flags 134217731
AffectedBy   0
#OBJECT
Vnum         284
ExtraFlags   8192
Level        17
Values       15 10 12 9 101 101
End

#OBJECT
Vnum         299
ExtraFlags   8192
End

#OBJECT
Vnum         298
ExtraFlags   8192
End

#OBJECT
Vnum         4508
End

EndMobile

#MOBILE
Vnum	294
Level   1
Gold	0
Room	0
HpManaMove   14 14 0 0 1000 1000
Position 8
Flags 1155
AffectedBy   0
#OBJECT
Vnum         290
ExtraFlags   8192
End

#OBJECT
Vnum         289
ExtraFlags   8192
End

#OBJECT
Vnum         288
ExtraFlags   8192
End

#OBJECT
Vnum         291
Values       150 0 0 0 0 0
End

#OBJECT
Vnum         292
ExtraFlags   8192
End

#OBJECT
Vnum         293
ExtraFlags   8192
End

#OBJECT
Vnum         294
ExtraFlags   8192
End

#OBJECT
Vnum         295
ExtraFlags   8192
End

#OBJECT
Vnum         296
End

#OBJECT
Vnum         297
ExtraFlags   8192
Values       96 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	700
Level   1
Gold	0
Room	899
HpManaMove   14 14 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	899
Level   1
Gold	0
Room	899
HpManaMove   14 14 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1052
Level   9
Gold	0
Room	0
HpManaMove   164 164 0 0 1000 1000
Position 8
Flags 16778307
AffectedBy   0
EndMobile

#MOBILE
Vnum	1098
Level   31
Gold	86
Room	0
HpManaMove   377 377 0 0 1000 1000
Position 8
Flags 3
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1060
Level   6
Gold	0
Room	1064
HpManaMove   80 80 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1052
Level   9
Gold	0
Room	0
HpManaMove   106 106 0 0 1000 1000
Position 8
Flags 16778307
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   7
Gold	0
Room	1055
HpManaMove   74 74 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1067
Level   37
Gold	10
Room	1055
HpManaMove   388 388 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
#OBJECT
Vnum         60
WearLoc      16
Level        31
Values       12 1 4 6 1001 1001
End

EndMobile

#MOBILE
Vnum	1058
Level   6
Gold	0
Room	1055
HpManaMove   79 79 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   6
Gold	0
Room	1055
HpManaMove   75 75 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   8
Gold	0
Room	1055
HpManaMove   72 72 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1067
Level   36
Gold	10
Room	1055
HpManaMove   409 409 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
#OBJECT
Vnum         60
WearLoc      16
Level        31
Values       12 1 4 6 1001 1001
End

EndMobile

#MOBILE
Vnum	1058
Level   7
Gold	0
Room	1055
HpManaMove   71 71 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	1055
HpManaMove   71 71 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   7
Gold	0
Room	1055
HpManaMove   80 80 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1067
Level   35
Gold	10
Room	1055
HpManaMove   381 381 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
#OBJECT
Vnum         60
WearLoc      16
Level        31
Values       12 1 4 6 1000 1000
End

EndMobile

#MOBILE
Vnum	1058
Level   7
Gold	0
Room	1055
HpManaMove   72 72 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   6
Gold	0
Room	1055
HpManaMove   75 75 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   7
Gold	0
Room	1055
HpManaMove   73 73 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1067
Level   37
Gold	10
Room	1055
HpManaMove   416 416 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
#OBJECT
Vnum         60
WearLoc      16
Level        31
Values       12 1 4 6 999 999
End

EndMobile

#MOBILE
Vnum	1058
Level   6
Gold	0
Room	1055
HpManaMove   73 73 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	1055
HpManaMove   78 78 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   8
Gold	0
Room	1055
HpManaMove   77 77 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1067
Level   35
Gold	10
Room	1055
HpManaMove   416 416 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
#OBJECT
Vnum         60
WearLoc      16
Level        31
Values       12 1 4 6 1001 1001
End

EndMobile

#MOBILE
Vnum	1058
Level   6
Gold	0
Room	1055
HpManaMove   80 80 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   6
Gold	0
Room	1055
HpManaMove   72 72 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   6
Gold	0
Room	1055
HpManaMove   75 75 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   7
Gold	0
Room	1055
HpManaMove   75 75 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   8
Gold	0
Room	1055
HpManaMove   74 74 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   7
Gold	0
Room	1055
HpManaMove   74 74 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   6
Gold	0
Room	1055
HpManaMove   79 79 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1058
Level   6
Gold	0
Room	1055
HpManaMove   73 73 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   8
Gold	0
Room	1055
HpManaMove   76 76 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1054
Level   35
Gold	0
Room	0
HpManaMove   385 385 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
EndMobile

#MOBILE
Vnum	1054
Level   35
Gold	0
Room	0
HpManaMove   413 413 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
EndMobile

#MOBILE
Vnum	1054
Level   35
Gold	0
Room	0
HpManaMove   371 371 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
EndMobile

#MOBILE
Vnum	1054
Level   34
Gold	0
Room	0
HpManaMove   371 371 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
EndMobile

#MOBILE
Vnum	1054
Level   35
Gold	0
Room	0
HpManaMove   364 364 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
EndMobile

#MOBILE
Vnum	1051
Level   10
Gold	100
Room	0
HpManaMove   102 102 0 0 1000 1000
Position 8
Flags 1048579
AffectedBy   4194304
#OBJECT
Vnum         134
Values       10 10 0 0 0 0
End

#OBJECT
Vnum         59
Level        5
Values       12 15 35 2 110 110
End

#OBJECT
Vnum         1068
ExtraFlags   8192
Level        5
Values       12 10 10 6 100 100
End

#OBJECT
Vnum         1057
ExtraFlags   8192
Values       0 0 3 0 0 0
End

#OBJECT
Vnum         64
ExtraFlags   8192
End

#OBJECT
Vnum         133
Timer        20
Values       20 20 0 0 0 0
End

#OBJECT
Vnum         1139
ExtraFlags   8192
End

EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	1059
HpManaMove   72 72 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   8
Gold	0
Room	7511
HpManaMove   76 76 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	1062
HpManaMove   77 77 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1059
Level   11
Gold	10
Room	0
HpManaMove   110 110 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
EndMobile

#MOBILE
Vnum	1070
Level   9
Gold	0
Room	0
HpManaMove   120 120 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
#OBJECT
Vnum         1074
ExtraFlags   8192
Timer        10
Values       10 10 0 0 0 0
End

#OBJECT
Vnum         1073
ExtraFlags   8192
Timer        10
Values       10 10 0 0 0 0
End

#OBJECT
Vnum         1072
Values       2 2 12 0 0 0
End

#OBJECT
Vnum         1056
ExtraFlags   8192
Values       5 5 15 0 0 0
End

#OBJECT
Vnum         133
Timer        20
Values       20 20 0 0 0 0
End

EndMobile

#MOBILE
Vnum	1055
Level   4
Gold	0
Room	0
HpManaMove   70 70 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   6
Gold	0
Room	1063
HpManaMove   77 77 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	7511
HpManaMove   78 78 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	1095
HpManaMove   76 76 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1072
Level   10
Gold	100
Room	0
HpManaMove   102 102 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
#OBJECT
Vnum         1072
Values       2 2 12 0 0 0
End

#OBJECT
Vnum         1069
ExtraFlags   8192
Values       2 2 12 0 0 0
End

#OBJECT
Vnum         1058
ExtraFlags   8192
Values       2 2 12 0 0 0
End

#OBJECT
Vnum         1059
ExtraFlags   8192
Values       2 2 12 0 0 0
End

EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	1050
HpManaMove   76 76 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	1072
HpManaMove   72 72 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   8
Gold	0
Room	1051
HpManaMove   77 77 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   8
Gold	0
Room	1095
HpManaMove   75 75 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1073
Level   35
Gold	220
Room	0
HpManaMove   2140 2140 0 0 1000 1000
Position 8
Flags 4099
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1060
Level   8
Gold	0
Room	1064
HpManaMove   77 77 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   6
Gold	0
Room	1050
HpManaMove   76 76 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   6
Gold	0
Room	1072
HpManaMove   72 72 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1060
Level   7
Gold	0
Room	1060
HpManaMove   74 74 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
EndMobile

#MOBILE
Vnum	1074
Level   29
Gold	100
Room	0
HpManaMove   348 348 0 0 1000 1000
Position 8
Flags 3
AffectedBy   0
#OBJECT
Vnum         51
ExtraFlags   8192
Level        5
Values       12 5 6 6 2000 2000
End

#OBJECT
Vnum         57
Level        5
Values       12 1 4 6 1000 1000
End

#OBJECT
Vnum         58
Level        5
Values       12 1 4 6 999 999
End

#OBJECT
Vnum         60
ExtraFlags   8192
Level        5
Values       12 1 4 6 999 999
End

#OBJECT
Vnum         50
ExtraFlags   8192
Level        5
Values       12 1 4 6 2000 2000
End

#OBJECT
Vnum         768
Values       2000 0 0 0 0 0
End

#OBJECT
Vnum         151
Values       1000 0 0 0 0 0
End

#OBJECT
Vnum         33
End

EndMobile

#MOBILE
Vnum	1080
Level   1
Gold	0
Room	0
HpManaMove   20 20 0 0 1000 1000
Position 8
Flags 1027
AffectedBy   0
EndMobile

#MOBILE
Vnum	1097
Level   35
Gold	0
Room	0
HpManaMove   416 416 0 0 1000 1000
Position 8
Flags 1049603
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1152
Level   36
Gold	0
Room	1097
HpManaMove   388 388 0 0 1000 1000
Position 8
Flags 33685569
AffectedBy   0
#OBJECT
Vnum         766
ExtraFlags   8192
Values       10 10 0 0 0 0
End

#OBJECT
Vnum         765
ExtraFlags   8192
Values       7 7 0 0 0 0
End

#OBJECT
Vnum         764
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         763
ExtraFlags   8192
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         762
ExtraFlags   8192
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         761
ExtraFlags   8192
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	1053
Level   36
Gold	100
Room	0
HpManaMove   409 409 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         50
Level        31
Values       12 1 4 6 2000 2000
End

#OBJECT
Vnum         134
Level        31
Values       10 10 0 0 0 0
End

EndMobile

#MOBILE
Vnum	1053
Level   36
Gold	100
Room	0
HpManaMove   374 374 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1053
Level   35
Gold	100
Room	0
HpManaMove   374 374 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         64
Level        30
End

#OBJECT
Vnum         25
Level        30
Values       50 0 0 0 0 0
End

#OBJECT
Nest         1
Vnum         133
Level        30
Timer        20
Values       20 20 0 0 0 0
End

#OBJECT
Vnum         137
Level        31
End

#OBJECT
Nest         1
Vnum         133
Level        31
Timer        20
Values       20 20 0 0 0 0
End

#OBJECT
Nest         2
Vnum         134
Level        31
Values       10 10 0 0 0 0
End

#OBJECT
Nest         3
Vnum         53
Level        30
Values       12 1 4 6 2000 2000
End

#OBJECT
Nest         4
Vnum         53
Level        29
Values       12 1 4 6 2000 2000
End

#OBJECT
Vnum         134
Level        31
Values       10 10 0 0 0 0
End

EndMobile

#MOBILE
Vnum	1053
Level   35
Gold	100
Room	0
HpManaMove   367 367 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         50
Level        30
Values       12 1 4 6 2000 2000
End

#OBJECT
Vnum         25
Level        31
Values       50 0 0 0 0 0
End

#OBJECT
Nest         1
Vnum         768
Level        31
Values       2000 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	1053
Level   36
Gold	100
Room	0
HpManaMove   388 388 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         65
Level        30
End

#OBJECT
Vnum         766
Level        31
Values       10 10 0 0 0 0
End

#OBJECT
Nest         1
Vnum         136
Level        31
End

#OBJECT
Nest         2
Vnum         130
Level        31
Values       12 3 6 2 500 500
End

#OBJECT
Nest         3
Vnum         150
Level        30
Values       10 10 10 0 0 0
End

#OBJECT
Nest         4
Vnum         74
Level        30
Values       12 5 10 11 1001 1001
End

#OBJECT
Nest         5
Vnum         50
Level        30
Values       12 1 4 6 2000 2000
End

EndMobile

#MOBILE
Vnum	1154
Level   37
Gold	100
Room	0
HpManaMove   367 367 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         50
WearLoc      16
Level        31
Values       12 1 4 6 2000 2000
End

EndMobile

#MOBILE
Vnum	1154
Level   37
Gold	100
Room	0
HpManaMove   409 409 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         50
WearLoc      16
Level        31
Values       12 1 4 6 2000 2000
End

EndMobile

#MOBILE
Vnum	1154
Level   36
Gold	100
Room	0
HpManaMove   409 409 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         50
WearLoc      16
Level        31
Values       12 1 4 6 2000 2000
End

EndMobile

#MOBILE
Vnum	1154
Level   36
Gold	100
Room	0
HpManaMove   374 374 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         50
WearLoc      16
Level        31
Values       12 1 4 6 2000 2000
End

EndMobile

#MOBILE
Vnum	1154
Level   37
Gold	100
Room	0
HpManaMove   395 395 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         50
WearLoc      16
Level        31
Values       12 1 4 6 2000 2000
End

EndMobile

#MOBILE
Vnum	1137
Level   10
Gold	0
Room	0
HpManaMove   116 116 0 0 1000 1000
Position 8
Flags 1050115
AffectedBy   4194304
#OBJECT
Vnum         1138
Level        7
End

#OBJECT
Vnum         1138
Level        8
End

EndMobile

#MOBILE
Vnum	1113
Level   2
Gold	0
Room	1163
HpManaMove   25 25 0 0 1000 1000
Position 8
Flags 1
AffectedBy   0
#OBJECT
Vnum         50
WearLoc      16
Level        1
Values       12 1 4 6 2000 2000
End

EndMobile

#MOBILE
Vnum	1154
Level   36
Gold	100
Room	0
HpManaMove   395 395 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1154
Level   36
Gold	100
Room	0
HpManaMove   381 381 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1154
Level   36
Gold	100
Room	0
HpManaMove   388 388 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1154
Level   35
Gold	100
Room	0
HpManaMove   367 367 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1154
Level   36
Gold	100
Room	0
HpManaMove   388 388 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1154
Level   35
Gold	100
Room	0
HpManaMove   402 402 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
#OBJECT
Vnum         50
WearLoc      16
Level        31
Values       12 1 4 6 2000 2000
End

#OBJECT
Count        7
Vnum         50
Level        31
Values       12 1 4 6 2000 2000
End

#OBJECT
Vnum         62
Level        30
End

#OBJECT
Vnum         62
Level        31
End

#OBJECT
Vnum         134
Level        31
Values       10 10 0 0 0 0
End

EndMobile

#MOBILE
Vnum	1154
Level   36
Gold	100
Room	0
HpManaMove   430 430 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1154
Level   36
Gold	100
Room	0
HpManaMove   381 381 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
Vnum	1154
Level   35
Gold	100
Room	0
HpManaMove   395 395 0 0 1000 1000
Position 8
Flags 4167
AffectedBy   4194304
EndMobile

#MOBILE
